Away,AwayPts,Home,HomePts
64,Phoenix Suns,121,New Orleans Pelicans,100
65,Minnesota Timberwolves,106,Portland Trail Blazers,105
66,Oklahoma City Thunder,112,Sacramento Kings,114
67,Utah Jazz,100,Denver Nuggets,84
68,Los Angeles Lakers,110,Houston Rockets,130
69,Brooklyn Nets,105,Indiana Pacers,129
70,Dallas Mavericks,91,Los Angeles Clippers,98
71,Orlando Magic,96,Miami Heat,118
72,Toronto Raptors,93,New York Knicks,89
73,Milwaukee Bucks,109,Philadelphia 76ers,108
74,Golden State Warriors,92,San Antonio Spurs,86
75,Charlotte Hornets,98,Washington Wizards,113
76,Charlotte Hornets,114,Boston Celtics,100
77,Washington Wizards,120,Brooklyn Nets,111
78,Atlanta Hawks,94,Cleveland Cavaliers,109
79,Houston Rockets,129,Minnesota Timberwolves,105
80,Chicago Bulls,121,New Orleans Pelicans,116
81,Los Angeles Lakers,79,Oklahoma City Thunder,112
82,Milwaukee Bucks,98,Orlando Magic,107
83,Sacramento Kings,105,Phoenix Suns,101
84,Dallas Mavericks,101,Utah Jazz,92
85,Miami Heat,99,Detroit Pistons,93
86,New York Knicks,90,Indiana Pacers,102
87,Memphis Grizzlies,84,Los Angeles Clippers,110
88,Oklahoma City Thunder,98,San Antonio Spurs,102
89,Philadelphia 76ers,98,Toronto Raptors,122
90,Miami Heat,88,Boston Celtics,98
91,Toronto Raptors,103,Brooklyn Nets,96
92,Philadelphia 76ers,105,Chicago Bulls,115
93,Orlando Magic,103,Charlotte Hornets,117
94,Detroit Pistons,112,Cleveland Cavaliers,110
95,San Antonio Spurs,96,Dallas Mavericks,91
96,Memphis Grizzlies,104,Golden State Warriors,125
97,Sacramento Kings,81,Houston Rockets,116
98,Utah Jazz,96,Los Angeles Lakers,101
99,Indiana Pacers,97,Milwaukee Bucks,92
100,New Orleans Pelicans,109,Minnesota Timberwolves,144
101,Los Angeles Clippers,105,Phoenix Suns,114
102,Denver Nuggets,99,Portland Trail Blazers,107
103,Atlanta Hawks,98,Washington Wizards,109
105,Boston Celtics,101,Atlanta Hawks,102
106,Houston Rockets,78,Golden State Warriors,104
107,Dallas Mavericks,70,Oklahoma City Thunder,108
108,Indiana Pacers,100,Toronto Raptors,90
109,Detroit Pistons,101,Cleveland Cavaliers,106
110,Portland Trail Blazers,95,Los Angeles Clippers,115
111,Charlotte Hornets,91,Miami Heat,123
112,Memphis Grizzlies,74,San Antonio Spurs,106
113,Houston Rockets,106,Golden State Warriors,115
114,Dallas Mavericks,85,Oklahoma City Thunder,84
115,Indiana Pacers,87,Toronto Raptors,98
116,Boston Celtics,72,Atlanta Hawks,89
117,Memphis Grizzlies,68,San Antonio Spurs,94
118,Detroit Pistons,90,Cleveland Cavaliers,107
119,Portland Trail Blazers,81,Los Angeles Clippers,102
120,Charlotte Hornets,103,Miami Heat,115
121,Oklahoma City Thunder,131,Dallas Mavericks,102
122,Golden State Warriors,96,Houston Rockets,97
123,Toronto Raptors,101,Indiana Pacers,85
124,Atlanta Hawks,103,Boston Celtics,111
125,Cleveland Cavaliers,101,Detroit Pistons,91
126,San Antonio Spurs,96,Memphis Grizzlies,87
127,Miami Heat,80,Charlotte Hornets,96
128,Oklahoma City Thunder,119,Dallas Mavericks,108
129,Toronto Raptors,83,Indiana Pacers,100
130,Los Angeles Clippers,88,Portland Trail Blazers,96
131,Atlanta Hawks,95,Boston Celtics,104
132,Cleveland Cavaliers,100,Detroit Pistons,98
133,Golden State Warriors,121,Houston Rockets,94
134,San Antonio Spurs,116,Memphis Grizzlies,95
135,Miami Heat,85,Charlotte Hornets,89
136,Dallas Mavericks,104,Oklahoma City Thunder,118
137,Los Angeles Clippers,84,Portland Trail Blazers,98
138,Boston Celtics,83,Atlanta Hawks,110
139,Indiana Pacers,99,Toronto Raptors,102
140,Houston Rockets,81,Golden State Warriors,114
141,Portland Trail Blazers,108,Los Angeles Clippers,98
142,Charlotte Hornets,90,Miami Heat,88
143,Atlanta Hawks,104,Boston Celtics,92
144,Miami Heat,97,Charlotte Hornets,90
145,Toronto Raptors,83,Indiana Pacers,101
146,Los Angeles Clippers,103,Portland Trail Blazers,106
147,Oklahoma City Thunder,92,San Antonio Spurs,124
